,age,monthly_revenue,debt_ratio,rated_exposure,serious_delinquencies_in_past_2_years,composite_overdue
33963,70,2229.0,0.26861,0.0,0,0
33964,65,5166.0,6672.0,2.0,0,0
33965,58,5500.0,0.005635,0.0,0,0
33966,44,4650.0,0.4384,1.0,0,30
33967,61,6900.0,0.391103,1.0,0,0
33968,42,5082.0,0.028526,2.0,0,120
33969,58,4800.0,0.247865,0.0,0,0
33970,56,11615.0,0.190771,1.0,0,0
33971,50,12500.0,0.191345,1.0,0,0
33972,57,3800.0,0.330702,0.0,0,0
33973,47,8700.0,0.224457,1.0,0,0
33974,48,4600.0,0.57531,1.0,0,60
33975,68,5166.0,598.0,0.7896281800391389,0,0
33976,46,11000.0,0.591946,0.0,0,0
33977,49,4936.0,0.404902,0.0,0,0
33978,84,5000.0,0.008798,0.0,0,0
33979,64,1072.0,1.05219,0.0,0,0
33980,26,5166.0,67.0,0.0,0,60
33981,50,2500.0,0.030788,2.0,0,0
33982,47,0.0,968.0,0.0,0,0
33983,54,5166.0,520.0,0.0,0,30
33984,84,5166.0,956.0,0.0,0,0
33985,61,5099.0,0.909412,0.0,0,0
33986,38,15580.0,0.070727,1.0,0,0
33987,72,4659.0,0.354077,0.0,0,0
33988,59,0.0,1443.0,0.0,0,0
33989,72,5166.0,1726.0,1.0,0,0
33990,83,5166.0,562.0,0.0,0,0
33991,45,3783.0,0.186575,0.0,0,0
33992,45,8300.0,0.038309,2.0,0,30
33993,45,7500.0,0.311558,2.0,0,0
33994,36,5000.0,0.30134,1.0,0,0
33995,56,3250.0,0.760381,2.0,0,0
33996,71,6427.0,0.200373,0.0,0,0
33997,48,3900.0,0.147911,2.0,0,0
33998,65,5417.0,0.150609,1.0,0,0
33999,47,5000.0,0.170966,4.0,0,0
34000,56,11666.0,0.186252,0.0,0,0
34001,36,3896.0,0.024891,1.0,0,330
34002,63,1800.0,0.448084,0.0,0,0
34003,49,12164.0,0.358981,0.0,0,0
34004,39,10600.0,0.136591,2.0,0,0
34005,46,0.0,2525.0,4.0,0,0
34006,73,5166.0,2329.0,0.0,0,0
34007,60,5166.0,34.0,0.0,0,0
34008,34,5250.0,0.64083,2.0,0,0
34009,38,5166.0,0.0,1.0,0,270
34010,41,5400.0,0.134605,0.0,0,0
34011,49,7560.0,0.397831,3.0,0,30
34012,49,8500.0,0.791201,2.0,0,0
34013,70,3233.0,0.567718,0.0,0,0
34014,49,6500.0,0.456853,1.0,0,0
34015,45,5166.0,3194.0,0.7896281800391389,0,0
34016,39,8270.0,0.064805,3.0,0,0
34017,63,4483.0,0.652765,0.0,0,0
34018,71,4515.0,0.250886,0.0,0,0
34019,44,6480.0,0.711001,0.0,0,0
34020,32,7697.0,0.409067,3.0,0,0
34021,60,5500.0,0.124886,0.0,0,30
34022,78,5166.0,1298.0,0.0,0,0
34023,30,5833.0,0.14964,0.0,0,30
34024,42,8300.0,0.428021,0.0,0,0
34025,42,9600.0,0.427247,3.0,0,0
34026,34,4666.0,0.0,0.0,0,0
34027,53,5878.0,0.720531,2.0,0,0
34028,51,1300.0,1.54804,0.0,0,0
34029,44,6248.0,0.394143,2.0,0,0
34030,44,9049.0,0.46221,2.0,0,0
34031,34,9500.0,0.538259,2.0,0,30
34032,48,5000.0,0.34793,0.0,0,0
34033,36,3566.0,0.203252,0.0,0,0
34034,47,5000.0,0.488902,1.0,0,0
34035,36,9000.0,0.080769,2.0,0,0
34036,39,2841.0,0.845883,1.0,0,0
34037,71,4000.0,0.08198,1.0,0,0
34038,34,5527.0,0.525868,0.0,0,0
34039,28,5500.0,0.119069,1.0,0,120
34040,48,5166.0,1146.0,0.0,0,0
34041,41,9480.0,0.254193,4.0,0,120
34042,56,5166.0,4354.0,0.0,0,0
34043,80,1924.0,0.463896,0.0,0,90
34044,23,3067.0,0.013364,0.0,0,0
34045,37,3000.0,0.454848,0.0,0,150
34046,50,4333.0,0.378403,0.0,0,0
34047,60,8695.0,0.149494,0.0,0,0
34048,28,3000.0,0.541819,3.0,0,0
34049,64,8756.0,0.121389,0.0,0,0
34050,48,7380.0,0.374069,0.0,0,0
34051,47,12000.0,0.316557,2.0,0,0
34052,57,15000.0,0.155256,0.0,0,0
34053,46,5166.0,2275.0,2.0,0,0
34054,48,8333.0,0.305376,0.0,0,60
34055,66,4549.0,0.00989,0.0,0,120
34056,48,400.0,1.19202,3.0,0,30
34057,44,10000.0,0.294871,1.0,0,0
34058,36,4767.0,0.280621,0.0,0,30
34059,37,10000.0,0.421458,2.0,0,0
34060,31,5166.0,458.0,0.0,0,0
34061,49,8927.0,0.272513,1.0,0,0
34062,34,11833.0,0.348572,2.0,0,0
34063,54,7916.0,0.152962,2.0,0,0
34064,59,2900.0,0.138573,1.0,0,0
34065,86,3633.0,0.012383,0.0,0,0
34066,28,3300.0,0.061497,0.0,0,0
34067,64,11000.0,0.001273,0.0,0,0
34068,77,1701.0,2.789659,0.0,0,0
34069,56,8000.0,0.016373,3.0,0,0
34070,60,11000.0,0.427234,0.0,0,0
34071,57,3900.0,1.249936,0.0,0,0
34072,49,2500.0,0.336265,0.0,0,30
34073,45,8035.0,0.189771,1.0,0,0
34074,49,2534.0,0.713215,0.0,0,0
34075,42,4820.0,0.478739,1.0,0,0
34076,33,400.0,0.0,1.0,0,0
34077,52,5166.0,0.0,0.0,0,0
34078,52,10000.0,0.29837,2.0,0,0
34079,51,19300.0,0.112119,2.0,0,0
34080,28,5166.0,21.0,0.0,0,30
34081,55,5166.0,690.0,0.0,0,0
34082,80,4166.0,0.018958,1.0,0,0
34083,66,10000.0,0.021598,0.0,0,0
34084,83,5166.0,45.0,0.0,0,0
34085,65,4000.0,0.016996,1.0,0,0
34086,46,4350.0,0.336474,1.0,0,0
34087,79,5000.0,0.013397,1.0,0,0
34088,44,6200.0,0.090792,2.0,0,0
34089,38,7096.0,0.379174,1.0,0,0
34090,72,13075.0,0.00283,1.0,0,0
34091,45,5500.0,0.433921,1.0,0,0
34092,74,5166.0,40.0,0.7896281800391389,0,0
34093,71,5417.0,0.321336,0.0,0,0
34094,49,4000.0,0.256436,2.0,0,0
34095,69,9022.0,0.293251,0.0,0,60
34096,32,5166.0,239.0,0.0,0,0
34097,52,4300.0,0.231574,0.0,0,0
34098,29,7250.0,0.28272,0.0,0,30
34099,35,6138.0,0.16387,0.0,0,0
34100,74,5166.0,208.0,0.0,0,0
34101,27,0.0,275.0,0.0,0,0
34102,52,5166.0,3366.0,0.0,0,0
34103,74,2850.0,0.28376,1.0,0,0
34104,31,3333.0,0.422316,0.0,0,0
34105,46,7054.0,0.200425,1.0,0,0
34106,79,9987.0,0.001201,0.0,0,0
34107,39,3470.0,0.740997,2.0,0,300
34108,37,3323.0,0.28219,2.0,0,450
34109,40,4746.0,0.38993,2.0,0,0
34110,34,5166.0,722.0,0.0,0,0
34111,69,4916.0,0.00183,0.0,0,0
34112,27,1.0,434.0,1.0,0,30
34114,60,5166.0,3868.0,0.0,0,0
34115,55,15200.0,0.250839,0.0,0,0
34116,63,5166.0,1391.0,0.0,0,0
34117,44,6959.0,0.330316,1.0,0,0
34118,66,1813.0,0.005513,0.0,0,0
34119,33,2470.0,0.309996,1.0,0,0
34120,59,5166.0,2192.0,0.0,0,0
34121,48,5166.0,2917.0,0.0,0,0
34122,61,3410.0,0.516564,0.0,0,0
34123,52,10000.0,0.09639,3.0,0,0
34124,37,5389.0,0.261781,1.0,0,0
34125,49,10000.0,0.279772,4.0,0,0
34126,34,8000.0,0.172478,0.0,0,180
34127,43,5944.0,0.334735,2.0,0,0
34128,63,5166.0,147.0,0.7896281800391389,0,0
34129,31,4150.0,0.180438,0.0,0,0
34130,35,5166.0,1714.0,0.0,0,0
34131,61,1729.0,0.891329,0.0,0,30
34132,69,8265.0,0.002662,0.0,0,0
34133,40,4500.0,0.51633,1.0,0,0
34134,56,12500.0,0.2455,1.0,0,30
34135,31,8148.0,0.489876,2.0,0,0
34136,64,5166.0,1501.0,0.0,0,0
34137,67,8916.0,0.446675,0.0,0,0
34138,57,9800.0,0.060198,0.0,0,0
34139,71,10000.0,0.331067,0.0,0,0
34140,57,5480.0,0.392994,3.0,0,60
34141,66,6610.0,0.483739,1.0,0,0
34142,89,11465.0,0.085732,0.0,0,0
34143,75,5166.0,2135.0,1.0,0,0
34144,63,5166.0,446.0,0.0,0,0
34145,64,5166.0,77.0,0.0,0,0
34146,48,6533.0,0.807163,0.0,0,0
34147,81,2000.0,0.029985,0.0,0,0
34148,51,5166.0,5549.0,0.7896281800391389,0,0
34149,60,5160.0,0.667894,0.0,0,0
34150,52,7600.0,0.312985,3.0,0,0
34151,51,4900.0,0.103448,0.0,0,120
34152,47,5166.0,2412.0,0.7896281800391389,0,0
34153,34,5166.0,727.0,0.0,0,0
34154,66,5166.0,29.0,0.0,0,0
34155,58,5166.0,13.0,0.7896281800391389,0,0
34156,55,11100.0,0.157643,0.0,0,0
34157,80,10500.0,0.001619,0.0,0,0
34158,57,3750.0,0.143962,0.0,0,210
34159,44,5166.0,1599.0,0.0,0,0
34160,58,3100.0,0.934215,1.0,0,0
34161,64,5166.0,7582.0,0.0,0,150
34162,50,6500.0,0.15213,0.0,0,0
34163,80,5166.0,10.0,0.0,0,0
34164,60,3583.0,0.578962,0.0,0,0
34165,59,5166.0,2175.0,2.0,0,0
34166,76,5166.0,78.0,0.7896281800391389,0,0
34167,56,8030.0,0.323745,0.0,0,0
34168,51,1600.0,0.346034,0.0,0,0
34169,65,5166.0,2207.0,0.0,0,0
34170,57,5000.0,0.009798,1.0,0,90
34171,49,3800.0,0.091818,2.0,0,0
34172,71,2701.0,0.264249,0.0,0,0
34173,64,5166.0,1740.0,0.0,0,0
34174,26,2500.0,0.168733,0.0,0,30
34175,79,3700.0,0.316131,1.0,0,30
34176,29,9950.0,0.475128,1.0,0,0
34177,77,7577.0,0.249406,0.0,0,0
34178,52,4478.0,0.168788,0.0,0,0
34179,31,3000.0,0.705098,0.0,0,0
34181,60,10416.0,0.36738,0.0,0,30
34182,59,7334.0,0.223449,0.0,0,0
34183,39,5166.0,2797.0,0.0,0,0
34184,50,3719.0,0.154301,1.0,0,0
34185,74,13643.0,0.199428,0.0,0,0
34186,37,2268.0,0.202292,0.0,0,30
34187,32,5166.0,0.0,0.0,0,30
34188,42,9200.0,0.143245,2.0,0,0
34189,45,11833.0,0.371303,3.0,0,0
34190,67,3387.0,0.734061,1.0,0,0
34191,68,3500.0,0.041417,0.0,0,0
34192,29,1480.0,0.831195,1.0,0,0
34193,58,7702.0,0.400753,1.0,0,0
34194,33,5166.0,3756.0,0.0,0,0
34195,78,4325.0,0.118123,0.0,0,0
34196,37,5166.0,3308.0,0.0,0,0
34197,76,5166.0,1322.0,1.0,0,0
34198,50,6141.0,0.439433,1.0,0,0
34199,39,2916.0,0.300309,2.0,0,0
34200,53,0.0,4985.0,3.0,0,30
34201,33,4512.0,0.122313,1.0,0,30
34202,78,3000.0,0.26891,0.0,0,0
34203,61,3766.0,0.392355,0.0,0,0
34204,30,3210.0,0.552164,0.0,0,0
34205,39,9333.0,0.239876,2.0,0,0
34206,49,6193.0,0.446723,2.0,0,0
34207,21,5166.0,0.0,0.7896281800391389,0,0
34208,79,3874.0,0.164645,0.0,0,0
34209,38,8000.0,0.058993,0.0,0,0
34210,69,5166.0,1972.0,0.0,0,0
34211,40,14833.0,0.170487,3.0,0,0
34212,41,6800.0,0.3598,2.0,0,0
34213,66,5166.0,787.0,0.0,0,0
34214,52,2646.0,0.013223,0.0,0,0
34215,26,864.0,2.112139,0.0,0,0
34216,79,5166.0,3560.0,0.0,0,30
34217,73,4100.0,0.025604,0.0,0,0
34218,36,2000.0,0.664168,0.0,0,0
34219,70,5907.0,0.407583,0.0,0,0
34220,44,1733.0,0.629758,0.0,0,90
34221,40,6000.0,0.559407,2.0,0,0
34222,52,4112.0,0.580598,0.0,0,0
34223,22,1950.0,0.007688,0.0,0,0
34224,34,2761.0,0.146633,2.0,0,0
34225,43,4000.0,0.364659,0.0,0,0
34226,42,5166.0,3634.0,0.0,0,0
34227,46,8416.0,0.103719,0.0,0,0
34228,51,10000.0,0.317268,0.0,0,0
34229,54,3683.0,0.136808,0.0,0,0
34230,64,5166.0,1636.0,0.0,0,0
34231,60,19000.0,0.144098,0.0,0,0
34232,45,13500.0,0.078957,2.0,0,150
34233,54,1589.0,0.00566,0.0,0,0
34234,85,5166.0,606.0,0.0,0,0
34235,29,2947.0,0.0,1.0,0,0
34236,52,5166.0,1323.0,0.0,0,0
34237,66,9475.0,0.200401,1.0,0,90
34238,30,8600.0,0.191141,0.0,0,0
34239,34,12000.0,0.048829,0.0,0,0
34240,60,5166.0,1193.0,0.7896281800391389,0,0
34241,47,4000.0,0.135716,2.0,0,0
34242,69,10500.0,0.160175,0.0,0,0
34243,84,3844.0,0.094928,0.0,0,0
34244,33,7083.0,0.338933,0.0,0,0
34245,46,3000.0,0.785405,1.0,0,0
34246,61,3302.0,0.274902,0.0,0,0
34247,31,5500.0,0.096528,0.0,0,0
34248,86,5166.0,18.0,0.7896281800391389,0,0
34250,34,5166.0,3206.0,0.0,0,0
34251,53,9560.0,0.623366,0.0,0,0
34252,57,3167.0,1.066919,0.0,0,0
34253,41,15000.0,0.167589,2.0,0,210
34254,60,5600.0,0.308695,0.0,0,0
34255,34,7333.0,0.221571,0.0,0,30
34256,66,5257.0,0.900152,0.0,0,0
34257,42,3500.0,0.131391,2.0,0,0
34258,54,1180.0,0.77138,0.0,0,0
34259,54,5166.0,1519.0,0.0,0,0
34260,61,4919.0,0.103252,2.0,0,0
34261,74,10700.0,0.001962,0.0,0,0
34262,53,5250.0,0.598743,3.0,0,0
34263,52,5166.0,6720.0,0.0,0,0
34264,66,23500.0,0.384537,2.0,0,0
34265,55,14582.0,0.341905,2.0,0,0
34266,58,5473.0,0.364085,0.0,0,0
34268,66,4033.0,0.266485,0.0,0,0
34269,35,4300.0,0.332946,1.0,0,0
34270,58,8125.0,0.775781,1.0,0,0
34271,34,4594.0,0.394559,2.0,0,0
34272,34,3160.0,0.508383,1.0,0,30
34273,56,9000.0,0.756694,2.0,0,0
34274,59,5166.0,1925.0,0.0,0,0
34275,48,5812.0,0.106485,1.0,0,0
34276,48,4000.0,0.670332,2.0,0,0
34277,34,1800.0,0.019989,2.0,0,270
34278,33,7625.0,0.146473,4.0,0,0
34279,68,5166.0,27.0,0.0,0,0
34280,61,5371.0,0.432986,0.0,0,0
34281,50,7100.0,0.121814,1.0,0,0
34282,69,4614.0,0.625135,0.0,0,0
34283,70,7165.0,0.242953,1.0,0,0
34284,47,7500.0,0.07319,2.0,0,0
34285,55,2683.0,0.443741,0.0,0,0
34286,31,2852.0,0.525061,2.0,0,30
34287,49,1224.0,0.276735,0.0,0,30
34288,59,2083.0,1.362764,0.0,0,0
34289,65,10833.0,0.323795,0.0,0,0
34290,71,2200.0,0.435257,1.0,0,0
34291,77,5166.0,0.0,0.0,0,0
34292,33,4900.0,0.027137,0.0,0,0
34293,63,16001.0,0.285464,1.0,0,0
34294,75,1380.0,0.0,0.0,0,0
34295,44,10500.0,0.401866,4.0,0,90
34296,61,5166.0,6.0,0.0,0,30
34297,72,5166.0,1372.0,0.0,0,0
34298,54,6750.0,0.239668,1.0,0,30
34299,30,5420.0,0.134108,0.0,0,0
34300,32,4000.0,0.856536,0.0,0,180
34301,58,6667.0,0.139472,0.0,0,60
34302,41,2400.0,0.650562,0.0,0,0
34303,49,7037.0,0.575305,0.0,0,0
34304,59,11600.0,0.437979,3.0,0,30
34305,39,4230.0,0.779248,2.0,0,30
34306,47,7808.0,0.260213,3.0,0,0
34307,40,5166.0,1260.0,0.0,0,0
34308,30,7300.0,0.215587,0.0,0,0
34309,79,6500.0,0.331334,0.0,0,0
34310,27,0.0,21.0,0.0,0,0
34311,71,2440.0,0.45678,0.0,0,90
34312,38,7975.0,0.368982,4.0,0,0
34313,56,2800.0,0.164584,0.0,0,0
34314,57,5166.0,2581.0,0.0,0,0
34315,23,1000.0,0.012987,0.0,0,0
34316,40,6250.0,0.43897,1.0,0,150
34317,52,5833.0,0.466061,0.0,0,30
34318,31,3000.0,0.507164,0.0,0,90
34319,47,8000.0,0.246344,2.0,0,0
34320,32,1800.0,0.000555,1.0,0,0
34321,73,5166.0,23.0,0.7896281800391389,0,0
34322,46,5000.0,0.284943,3.0,0,0
34323,39,3196.0,0.418205,2.0,0,0
34324,60,9250.0,0.633986,0.0,0,0
34325,41,5500.0,0.297946,0.0,0,0
34326,51,2100.0,0.362208,0.0,0,0
34327,59,5166.0,2079.0,1.0,0,0
34328,81,4166.0,0.320854,0.0,0,0
34329,47,5981.0,0.250585,1.0,0,90
34330,35,5166.0,4835.0,0.0,0,0
34331,42,25000.0,0.130635,1.0,0,0
34332,36,10500.0,0.098086,3.0,0,60
34333,22,800.0,0.007491,0.0,0,0
34334,73,7800.0,0.005256,0.0,0,0
34335,53,8600.0,0.854552,1.0,0,0
34336,55,6800.0,0.65608,1.0,0,0
34337,28,3780.0,0.372917,1.0,0,0
34338,47,7500.0,0.305959,1.0,0,0
34339,41,5166.0,1565.0,0.0,0,270
34340,33,400.0,0.850374,0.0,0,0
34341,61,5166.0,2303.0,0.0,0,0
34342,40,12110.0,0.230452,3.0,0,0
34343,69,4100.0,0.005365,0.0,0,0
34344,48,12966.0,0.371559,2.0,0,0
34345,44,3250.0,0.011689,0.0,0,0
34346,68,4000.0,0.428893,0.0,0,0
34347,24,3000.0,0.004665,0.0,0,0
34348,50,6250.0,0.309231,1.0,0,0
34349,55,4900.0,0.287084,3.0,0,0
34350,58,7175.0,0.037904,0.0,0,0
34351,72,3850.0,0.002597,0.0,0,0
34352,40,9816.0,0.444637,2.0,0,0
34353,36,7200.0,0.479794,0.0,0,0
34354,66,3800.0,0.036043,0.0,0,0
34355,55,5166.0,2318.0,0.0,0,0
34356,85,2343.0,0.273464,0.0,0,0
34357,75,5166.0,2530.0,0.0,0,0
34358,60,10000.0,0.0008,0.0,0,0
34359,47,8529.0,0.671747,3.0,0,30
34360,49,14500.0,0.659679,3.0,0,0
34361,72,6250.0,0.278355,0.0,0,0
34362,71,6500.0,0.192124,0.0,0,0
34363,54,3600.0,0.160789,1.0,0,0
34364,40,3500.0,0.414453,3.0,0,0
34365,62,5166.0,4775.0,0.0,0,0
34366,60,5000.0,0.596681,2.0,0,30
34367,37,3833.0,0.425143,0.0,0,30
34368,82,4000.0,0.332167,0.0,0,0
34369,43,5166.0,12.0,0.7896281800391389,0,0
34370,58,3800.0,0.397264,2.0,0,0
34371,57,5166.0,776.0,0.0,0,0
34372,56,5166.0,2549.0,0.0,0,0
34373,79,10500.0,0.001619,0.0,0,0
34374,37,4917.0,0.087231,1.0,0,30
34375,40,3500.0,0.514139,0.0,0,30
34376,45,15000.0,0.007,0.0,0,60
34377,47,2360.0,0.248623,0.0,0,0
34378,44,2700.0,0.553869,0.0,0,0
34379,54,4000.0,0.390402,0.0,0,0
34380,55,9350.0,0.364132,2.0,0,0
34381,55,5166.0,1866.0,0.0,0,60
34382,67,7268.0,0.515477,0.0,0,0
34383,35,4000.0,0.533867,0.0,0,0
34384,80,7800.0,0.158057,1.0,0,0
34385,58,5166.0,4265.0,2.0,0,0
34386,43,12000.0,0.453879,2.0,0,60
34387,28,5166.0,12.0,0.0,0,0
34388,49,7000.0,0.422368,2.0,0,90
34389,74,5166.0,1863.0,0.0,0,0
34390,74,3200.0,0.00906,0.0,0,0
34391,23,900.0,0.566038,0.0,0,30
34392,43,5000.0,0.376325,0.0,0,0
34393,54,4000.0,0.044489,1.0,0,0
34394,60,6510.0,0.43342,0.0,0,0
34395,68,4933.0,0.281111,0.0,0,0
34396,44,29361.0,0.205981,2.0,0,0
34397,49,17000.0,0.196871,1.0,0,0
34398,61,5761.0,0.362201,0.0,0,0
34399,49,6000.0,0.146976,0.0,0,0
34400,47,7383.0,0.547129,1.0,0,0
34401,54,5166.0,1905.0,0.0,0,0
34402,79,5166.0,736.0,0.0,0,0
34403,49,9000.0,6.006888,3.0,0,0
34404,41,4036.0,0.643547,1.0,0,540
34405,55,4167.0,0.444098,0.0,0,120
34406,72,6911.0,0.413773,0.0,0,30
34407,62,4718.0,0.147701,1.0,0,0
34408,51,3465.0,0.064916,0.0,0,0
34409,26,4100.0,0.112655,0.0,0,0
34410,57,12700.0,0.203055,1.0,0,0
34412,31,5000.0,0.14757,0.0,0,0
34413,56,5300.0,0.919826,2.0,0,0
34414,50,5166.0,4732.0,0.0,0,0
34415,64,5166.0,421.0,1.0,0,0
34416,63,4000.0,0.698325,0.0,0,0
34417,51,4000.0,0.489628,3.0,0,0
34418,34,3000.0,0.396201,2.0,0,90
34419,53,5166.0,1325.0,0.7896281800391389,0,0
34420,49,1200.0,0.678601,0.0,0,30
34421,64,4753.0,0.537232,0.0,0,0
34422,30,7666.0,0.171514,0.0,0,0
34423,30,1650.0,0.919443,1.0,0,30
34424,44,4083.0,1.322233,3.0,0,60
34425,49,9000.0,0.060882,0.0,0,0
34426,76,8224.0,0.510395,0.0,0,0
34427,56,13700.0,0.373987,2.0,0,0
34428,44,8833.0,0.243491,0.0,0,0
34429,62,2750.0,0.379135,0.0,0,0
34430,61,7270.0,0.509008,0.0,0,120
34431,75,6350.0,0.139033,0.0,0,0
34432,56,28000.0,0.260669,2.0,0,0
34433,59,5166.0,4020.0,0.0,0,0
34434,56,10833.0,0.099871,2.0,0,0
34435,63,865.0,0.006928,0.0,0,0
34436,33,4166.0,0.412527,1.0,0,0
34437,78,5166.0,30.0,0.0,0,0
34438,52,5166.0,2897.0,0.0,0,0
34439,34,5166.0,1694.0,0.7896281800391389,0,210
34440,45,8000.0,0.269341,0.0,0,0
34441,48,1700.0,1.217519,0.0,0,0
34442,58,18720.0,0.158699,2.0,0,0
34443,49,5166.0,6980.0,0.0,0,90
34444,64,7050.0,0.60417,0.0,0,0
34445,47,3838.0,0.307111,4.0,0,0
34446,73,4583.0,0.013525,0.0,0,30
34447,59,5166.0,1837.0,0.0,0,0
34448,55,5166.0,1242.0,1.0,0,0
34449,56,2400.0,0.072053,0.0,0,0
34450,57,11333.0,0.366861,0.0,0,0
34451,66,5166.0,2143.0,0.0,0,60
34452,31,3334.0,0.098351,0.0,0,120
34453,72,11731.0,0.391579,1.0,0,0
34454,47,4000.0,0.192702,2.0,0,0
34455,69,10500.0,0.011999,0.0,0,0
34456,48,3770.0,0.773005,0.0,0,60
34457,45,8820.0,0.377848,1.0,0,120
34458,58,3500.0,0.396173,0.0,0,0
34459,67,10084.0,0.084879,0.0,0,0
34460,21,1.0,8.0,0.0,0,0
34461,30,5166.0,3106.0,0.0,0,30
34462,69,5166.0,9.0,0.0,0,0
34463,55,7300.0,0.256129,0.0,0,0
34464,47,3380.0,0.549246,0.0,0,0
34465,34,11700.0,0.317323,2.0,0,0
34466,46,3053.0,0.22888,0.0,0,0
34467,30,3217.0,0.154133,1.0,0,30
34468,36,4346.0,0.391304,0.0,0,90
34469,69,3584.0,0.267782,0.0,0,0
34470,37,7500.0,0.832689,0.0,0,30
34471,59,15120.0,0.339263,4.0,0,60
34472,50,5709.0,0.290718,1.0,0,0
34473,68,40000.0,7.5e-05,0.0,0,30
34474,62,3314.0,0.317044,1.0,0,30
34475,65,5166.0,4095.0,0.0,0,0
34476,93,4000.0,0.150462,0.0,0,0
34477,56,8492.0,0.286236,2.0,0,0
34478,29,8416.0,0.068552,0.0,0,0
34479,45,7830.0,0.759673,0.0,0,0
34480,60,7300.0,0.908643,0.0,0,0
34481,72,17000.0,0.004176,1.0,0,0
34482,91,16583.0,0.000301,0.0,0,0
34483,48,5100.0,0.467359,0.0,0,120
34484,31,2916.0,0.947892,0.0,0,0
34485,83,7400.0,0.008377,0.0,0,0
34487,64,15916.0,0.260288,3.0,0,0
34488,62,2700.0,0.589041,0.0,0,0
34489,43,5166.0,3565.0,0.0,0,0
34490,70,4200.0,0.0,0.0,0,0
34491,70,1590.0,0.003143,0.0,0,0
34492,60,5166.0,3118.0,0.0,0,0
34493,79,10833.0,0.335702,0.0,0,0
34494,33,3300.0,1.477128,0.0,0,0
34495,26,2000.0,0.0,0.0,0,0
34496,33,7016.0,0.113866,2.0,0,90
34497,74,5166.0,872.0,0.0,0,0
34498,37,1700.0,0.059377,0.0,0,0
34499,65,3987.0,0.188816,1.0,0,0
34500,56,14000.0,0.240269,1.0,0,0
34501,50,7940.0,0.564161,2.0,0,0
34502,48,4960.0,0.753679,1.0,0,0
34503,24,1500.0,0.336442,0.0,0,0
34504,64,3576.0,0.863573,0.0,0,30
34505,55,8333.0,0.25018,1.0,0,0
34506,47,4025.0,0.277198,0.0,0,0
34507,73,2200.0,0.522035,1.0,0,0
34508,52,6346.0,0.643769,0.0,0,90
34509,25,5600.0,0.055347,1.0,0,30
34510,46,7000.0,0.222397,3.0,0,0
34511,58,5166.0,321.0,0.0,0,0
34512,51,8575.0,0.463036,1.0,0,0
34513,56,5166.0,4581.0,0.0,0,0
34514,42,1993.0,0.357071,0.0,0,0
34515,58,4518.0,0.074574,0.0,0,0
34516,38,9883.0,0.173816,3.0,0,0
34517,54,2000.0,0.505247,0.0,0,0
34518,44,1500.0,1.003997,0.0,0,0
34519,60,4827.0,0.090928,0.0,0,0
34520,59,9000.0,0.324075,0.0,0,0
34521,74,10500.0,0.167127,0.0,0,0
34522,29,4500.0,0.090647,3.0,0,60
34523,32,1400.0,0.0,1.0,0,0
34524,72,7800.0,0.425715,1.0,0,0
34525,31,5109.0,0.051468,1.0,0,0
34526,62,8100.0,0.114801,1.0,0,0
34527,65,5386.0,0.433451,0.0,0,0
34528,56,1200.0,2.759367,0.0,0,30
34529,28,5450.0,0.412401,3.0,0,0
34530,63,5166.0,811.0,0.0,0,0
34531,47,7600.0,0.274306,0.0,0,150
34532,50,12866.0,0.459004,3.0,0,0
34533,31,5166.0,1514.0,0.0,0,0
34534,71,2000.0,0.073963,0.0,0,0
34535,63,5166.0,279.0,0.0,0,0
34536,43,1000.0,1.334665,0.0,0,30
34537,40,4450.0,0.0,0.0,0,0
34538,63,7411.0,0.667026,1.0,0,0
34539,41,9583.0,0.364357,2.0,0,0
34540,43,4248.0,0.546011,0.0,0,0
34541,46,6160.0,0.202889,1.0,0,0
34542,46,5550.0,0.187714,1.0,0,0
34543,41,4667.0,0.266495,0.0,0,120
34544,56,1614.0,0.678019,0.0,0,0
34545,52,3845.0,0.570463,2.0,0,0
34546,32,6000.0,0.147309,0.0,0,0
34547,48,5166.0,5426.0,0.0,0,0
34548,34,4083.0,0.197356,0.0,0,0
34549,60,10600.0,0.037355,0.0,0,0
34550,51,7361.0,0.250475,2.0,0,0
34551,50,5166.0,1520.0,0.0,0,0
34552,31,20833.0,0.050974,0.0,0,0
34553,72,5166.0,14.0,0.0,0,0
34554,30,3000.0,0.298234,0.0,0,0
34555,32,3000.0,1.110963,0.0,0,30
34556,65,5166.0,704.0,0.0,0,0
34557,66,8000.0,0.346207,0.0,0,0
34558,62,5166.0,1756.0,0.0,0,0
34559,49,10000.0,0.762824,1.0,0,0
34560,60,3652.0,0.624692,0.0,0,0
34561,68,12000.0,0.145238,0.0,0,0
34562,65,4700.0,0.50819,1.0,0,60
34563,59,21730.0,0.090884,0.0,0,0
34564,37,5166.0,4729.0,0.0,0,0
34565,58,11000.0,0.470048,0.0,0,0
34566,86,3001.0,0.351432,0.0,0,0
34567,44,11416.0,0.066129,0.0,0,0
34568,44,2672.0,0.297793,2.0,0,0
34569,65,8050.0,0.568128,0.0,0,60
34570,54,2955.0,0.166103,0.0,0,0
34571,53,13000.0,0.517883,2.0,0,0
34572,58,1.0,639.5,1.0,0,0
34573,60,5000.0,0.205959,0.0,0,0
34574,65,18183.0,0.180158,0.0,0,0
