age,monthly_revenue,debt_ratio,rated_exposure,serious_delinquencies_in_past_2_years,composite_overdue
-0.0867,-0.2005,3.575,2.1271,0,0
-0.9067,-0.6256,-0.3329,1.1777,0,120
1.075,0.1565,-0.3331,0.2283,0,0
0.665,-0.1153,-0.3334,0.2283,1,390
-0.8384,5.1157,-0.3331,1.1777,1,60
1.8267,0.9858,-0.3335,-0.7212,0,0
-1.1801,-0.3705,-0.3331,0.2283,0,30
1.5534,-0.0217,-0.3328,-0.7212,0,0
0.87,1.8337,-0.3333,-0.7212,0,0
-0.77,0.3823,-0.3329,2.1271,0,240
-0.2233,0.5992,-0.3331,0.2283,0,30
0.665,-1.0084,-0.3329,0.2283,0,0
0.9384,1.2828,-0.3332,0.2283,0,0
0.87,1.3307,-0.3328,-0.7212,0,0
-0.77,-0.7208,-0.3334,-0.7212,0,30
0.1867,-0.2005,2.1258,-0.7212,0,0
0.05,-1.1105,-0.331,2.1271,1,30
-0.155,-1.2016,-0.3335,-0.7212,0,0
1.1434,3.9036,-0.3333,0.2283,0,60
1.3484,-0.2005,1.6147,-0.7212,0,0
0.8017,-0.9586,-0.3321,-0.7212,0,60
1.5534,-0.3608,-0.3332,0.2283,1,60
1.2117,-0.1791,-0.3329,-0.7212,0,90
-1.3851,-1.2636,-0.3332,-0.7212,0,30
0.7334,0.2248,-0.3332,0.2283,1,60
0.1183,-0.8757,-0.333,-0.7212,0,0
-1.9318,-1.4422,-0.3335,-0.7212,0,0
-1.5901,-1.2125,-0.3333,-0.7212,0,0
-1.3851,-0.5511,-0.3332,-0.7212,0,0
-1.7267,-0.2005,0.3965,0.0285,0,30
1.0067,2.1611,-0.3334,0.2283,1,30
-1.1117,-0.7019,-0.3334,0.2283,1,120
1.3484,0.0518,-0.3331,-0.7212,1,120
0.87,0.395,-0.3331,-0.7212,0,0
0.3917,0.4318,-0.3333,3.0766,0,0
-0.0867,-1.0084,-0.3332,-0.7212,1,270
1.8267,1.144,-0.3334,-0.7212,0,0
0.7334,-0.2005,0.925,-0.7212,1,30
-0.4967,0.7949,-0.3332,-0.7212,0,0
-0.155,-0.2005,0.0544,1.1777,1,390
1.075,-0.6851,-0.3333,1.1777,0,60
-0.2917,-0.2005,4.9,-0.7212,0,0
-0.6334,0.2215,-0.3331,-0.7212,1,600
-0.77,-0.3258,-0.3326,-0.7212,0,0
0.9384,0.0761,-0.3335,0.2283,0,0
-1.5901,-0.447,-0.3327,-0.7212,0,0
1.075,-0.4215,-0.3333,-0.7212,0,0
-0.2233,0.3779,-0.3329,-0.7212,1,0
1.8267,-0.2005,0.8454,-0.7212,0,0
0.5967,0.3524,-0.3333,-0.7212,0,0
-0.6334,-0.6001,-0.3333,2.1271,1,390
-0.0183,-0.4662,-0.3332,-0.7212,0,90
-0.4284,0.122,-0.3335,0.2283,1,30
-1.7267,-0.8043,-0.3334,-0.7212,0,0
0.5284,-0.1893,-0.3329,0.2283,1,360
-0.6334,0.8811,-0.3332,0.2283,0,0
0.1183,0.4583,-0.3333,2.1271,1,180
-0.7017,-0.9574,-0.3331,0.2283,1,180
-0.565,0.1266,-0.333,2.1271,0,0
0.5967,-0.3067,-0.333,-0.7212,1,30
-0.36,0.2853,-0.3331,-0.7212,0,90
-1.1117,0.6757,-0.3332,-0.7212,0,30
0.05,-1.5187,1.7313,1.1777,1,30
0.46,-0.2005,-0.2464,-0.7212,0,0
1.5534,-0.2761,-0.3333,-0.7212,0,0
-1.5217,-1.1436,-0.3331,-0.7212,0,0
-0.77,0.2376,-0.3334,-0.7212,0,0
0.8017,-1.136,-0.3332,0.2283,0,0
0.46,-0.2429,-0.3332,-0.7212,0,0
-1.2484,2.7809,-0.3335,0.2283,0,0
-0.2233,0.7334,-0.3333,-0.7212,1,60
-0.4284,2.7339,-0.3332,0.2283,1,420
-0.0867,0.0123,-0.3333,0.2283,0,150
-0.0183,-0.2005,1.3064,0.2283,0,90
0.87,1.3369,-0.3332,-0.7212,0,0
-0.155,1.403,-0.333,0.2283,1,0
-1.5901,-0.9574,-0.3327,-0.7212,1,150
-1.5901,-1.0594,-0.3324,-0.7212,1,270
-0.0183,-0.0069,-0.3331,-0.7212,0,0
-1.3167,-0.0643,-0.333,1.1777,1,330
0.3917,0.9207,-0.3328,-0.7212,1,0
1.28,0.1822,-0.3334,-0.7212,0,0
-0.9067,-0.0729,-0.3333,2.1271,1,240
-0.9067,-0.2005,1.5276,-0.7212,1,240
-0.4284,0.395,-0.3331,-0.7212,0,0
-1.3167,0.0378,-0.3334,-0.7212,0,0
-0.6334,-0.2005,3.2045,-0.7212,0,0
0.1183,2.2067,-0.3333,1.1777,0,0
-0.155,-0.4131,-0.333,-0.7212,1,150
-0.0183,-0.9318,-0.3325,-0.7212,1,0
-0.0183,-0.9063,-0.3332,-0.7212,1,30
0.3233,-0.4131,-0.3326,-0.7212,1,30
1.28,-0.2005,2.8667,-0.7212,0,0
0.3917,-0.2005,1.8697,-0.7212,0,0
-0.9067,1.4581,-0.3331,2.1271,1,240
0.3233,-0.1069,-0.3325,-0.7212,1,0
-0.155,0.395,-0.333,1.1777,0,0
-0.9067,-0.7762,-0.3335,-0.7212,0,0
-1.5217,-1.0696,-0.3333,-0.7212,1,90
0.05,-0.1367,-0.3328,-0.7212,0,0
0.1867,-0.5746,-0.333,-0.7212,0,0
-0.155,0.395,-0.3331,0.2283,0,0
-0.975,-0.2005,-0.3335,0.2283,0,0
-1.2484,0.5037,-0.3331,-0.7212,0,0
-0.2233,-0.7864,-0.333,-0.7212,0,0
-1.3851,-0.5618,-0.3329,-0.7212,0,0
0.3917,-0.4981,-0.3332,0.2283,1,180
-0.8384,-0.3493,-0.3335,2.1271,0,0
-0.155,1.7372,-0.3333,2.1271,0,0
-0.2233,0.0633,-0.333,1.1777,1,0
1.1434,-0.2005,1.7684,0.2283,0,0
-0.0867,-0.0301,-0.3334,0.2283,0,0
-0.0867,-1.0084,-0.3333,-0.7212,0,0
-1.7267,-0.2005,0.3802,-0.7212,1,0
1.4851,-0.1327,-0.3335,-0.7212,0,0
-1.4534,-0.7532,-0.3333,-0.7212,0,0
-0.9067,-0.2005,1.0961,-0.7212,1,150
-0.8384,-0.3138,-0.333,-0.7212,0,0
0.255,-1.5185,-0.1298,-0.7212,0,0
-0.565,-0.2005,6.0169,2.1271,0,0
-0.4284,1.2029,-0.3333,1.1777,0,0
0.5284,-0.2005,1.8457,-0.7212,0,0
0.3917,0.6757,-0.3335,0.2283,0,0
0.665,-0.8668,-0.3332,-0.7212,0,0
0.665,-0.4981,-0.3331,-0.7212,1,60
-1.0434,1.1409,-0.3332,0.2283,0,0
-0.155,0.1016,-0.3329,2.1271,0,0
0.87,1.259,-0.3333,-0.7212,0,0
1.075,3.2274,-0.3332,-0.7212,0,0
1.075,-0.2005,2.4581,-0.7212,1,180
-0.9067,1.9261,-0.333,2.1271,1,0
-0.0183,0.2675,-0.3335,1.1777,0,0
-1.3851,-0.8601,-0.3331,0.2283,1,0
-1.3167,-0.4981,-0.3334,-0.7212,0,0
0.8017,-0.7451,-0.3322,-0.7212,0,0
-1.2484,-0.2005,0.2821,2.1271,1,240
1.3484,0.6056,-0.3331,-0.7212,1,360
0.665,-0.2005,5.7172,2.1271,0,0
-1.6584,-0.2005,0.7964,0.0285,0,0
-1.3167,-0.8081,-0.3321,-0.7212,0,0
0.3917,-0.7532,-0.3334,-0.7212,0,0
-0.565,-0.2005,-0.3335,0.2283,0,0
0.8017,-0.0803,-0.3331,0.2283,0,0
0.5284,1.4517,-0.3333,2.1271,0,0
1.1434,-0.2429,-0.3333,-0.7212,0,0
-0.7017,-0.2429,-0.3327,0.2283,0,0
0.7334,1.4157,-0.3332,-0.7212,0,450
1.2117,0.6076,-0.3335,-0.7212,0,0
0.3917,0.4601,-0.3332,-0.7212,1,390
-1.3851,0.5226,-0.3332,-0.7212,0,0
0.87,0.0123,-0.3335,-0.7212,0,0
0.5967,-0.345,-0.333,0.2283,0,0
-0.4967,6.8082,-0.3332,2.1271,1,0
-0.975,-0.1824,-0.3325,1.1777,0,0
-0.155,-1.2125,-0.3315,0.2283,0,120
0.8017,0.6783,-0.3333,0.2283,0,0
0.8017,0.1781,-0.333,0.2283,1,0
-0.2233,2.9891,-0.3334,1.1777,0,30
1.4167,-0.2005,2.6521,-0.7212,0,0
-1.6584,-0.3067,-0.3334,0.2283,0,0
1.075,-0.2429,-0.3334,-0.7212,0,0
0.7334,0.6757,-0.3327,0.2283,0,0
-0.975,5.392,-0.3335,-0.7212,0,30
2.6468,1.1605,-0.3335,-0.7212,0,0
-0.155,-0.2089,-0.3333,1.1777,1,120
0.255,-0.5274,-0.3332,-0.7212,1,120
-0.565,0.5737,-0.3335,0.2283,0,90
-1.4534,-0.2388,-0.3334,0.2283,1,0
-0.77,-0.2005,5.1125,-0.7212,0,0
-1.5901,-0.9344,-0.3333,0.2283,1,210
1.4167,-0.9671,-0.332,0.2283,0,0
0.3917,-0.2005,0.9718,2.1271,0,30
-1.1117,0.0123,-0.3334,-0.7212,0,0
-1.0434,-0.2005,2.347,-0.7212,0,0
-0.565,-0.447,-0.3335,-0.7212,1,0
-0.0183,-0.3705,-0.3333,-0.7212,1,150
-0.8384,-0.6894,-0.3331,1.1777,0,0
-0.9067,0.8048,-0.3332,-0.7212,0,0
0.7334,-0.4981,-0.3329,-0.7212,1,0
0.8017,-0.4215,-0.333,-0.7212,1,0
2.1001,-1.2636,-0.3333,-0.7212,0,0
-1.4534,-1.3156,-0.3317,-0.7212,0,0
-0.975,-0.7532,-0.3328,2.1271,0,120
-0.6334,-1.0326,-0.3328,-0.7212,1,150
-0.0183,-0.2005,4.9675,-0.7212,1,0
0.1867,-0.2005,2.1149,-0.7212,0,0
-0.0183,-0.1367,-0.3332,2.1271,0,150
1.1434,0.4683,-0.3335,-0.7212,0,90
0.1867,-0.6001,-0.3332,-0.7212,0,0
-1.3851,-1.0084,-0.3333,0.2283,1,450
1.4851,-0.2005,2.2358,-0.7212,0,0
-0.155,0.2396,-0.3332,0.2283,0,0
0.255,1.2999,-0.3329,0.2283,1,990
0.87,1.021,-0.3332,0.2283,0,0
0.255,-0.4557,-0.3335,-0.7212,0,30
-1.4534,-0.0132,-0.3329,-0.7212,1,60
-1.4534,-0.0387,-0.3333,-0.7212,0,0
-0.155,-0.5305,-0.3335,-0.7212,1,30
0.5284,-0.5302,-0.3331,-0.7212,0,0
0.8017,-0.3705,-0.3332,-0.7212,0,0
0.8017,-0.2005,1.9743,-0.7212,0,0
-1.2484,-0.4557,-0.3334,-0.7212,1,30
0.1867,3.5847,-0.3333,-0.7212,0,0
0.7334,-0.0387,-0.3325,0.2283,0,0
-1.7267,-1.0002,-0.3333,-0.7212,1,120
-0.4967,-0.4981,-0.3331,2.1271,0,0
0.3917,-0.2005,1.7052,-0.7212,0,0
1.0067,0.2037,-0.333,-0.7212,0,90
0.7334,-0.6565,-0.3326,-0.7212,1,60
-1.0434,-0.0729,-0.3335,-0.7212,0,0
-0.7017,-0.8808,-0.3325,1.1777,0,0
-0.4967,0.714,-0.3332,2.1271,0,30
-0.36,-0.345,-0.3331,1.1777,1,360
-1.2484,0.1195,-0.3333,-0.7212,0,0
-0.7017,0.3884,-0.3327,2.1271,1,30
-0.0183,0.1174,-0.3331,0.2283,0,60
0.5284,0.395,-0.3332,-0.7212,0,0
1.075,0.5788,-0.3331,0.2283,0,90
0.1183,1.5943,-0.3331,1.1777,0,0
-0.155,-1.002,-0.3335,0.2283,1,120
-1.6584,-0.8808,-0.3334,-0.7212,0,0
-0.2917,-0.2429,-0.3329,0.2283,0,0
-0.4284,1.7559,-0.3332,1.1777,0,0
0.1867,1.4114,-0.3332,-0.7212,0,0
0.05,1.6709,-0.3332,1.1777,0,0
1.5534,-0.2005,0.4989,-0.7212,0,0
-0.4284,-0.2217,-0.3331,1.1777,1,120
0.05,0.2667,-0.333,3.0766,0,30
1.4851,-0.2429,-0.3331,-0.7212,0,0
-0.2917,-1.5187,2.0756,0.2283,0,0
-1.5901,-0.2005,0.6384,2.1271,1,450
-1.5217,-0.2005,-0.0241,1.1777,0,0
-0.77,-0.2429,-0.3329,-0.7212,0,0
-0.4967,-1.0441,-0.3328,1.1777,0,0
-0.8384,0.2248,-0.3331,-0.7212,1,180
-1.1117,-0.9298,-0.3334,0.2283,1,60
1.075,0.3907,-0.3332,-0.7212,0,0
-0.2233,0.395,-0.3278,1.1777,0,0
1.8951,-0.7532,-0.3335,-0.7212,0,0
0.8017,1.2881,-0.3328,-0.7212,1,0
-1.5217,-0.2005,-0.0208,-0.7212,1,270
-0.4284,-1.4054,-0.3207,2.1271,1,180
0.3233,-0.2237,-0.3333,-0.7212,0,0
2.3734,-1.2105,-0.3328,-0.7212,0,0
-1.7267,-0.8553,-0.3335,-0.7212,0,0
-1.0434,-0.2005,1.2933,-0.7212,0,0
0.46,-1.5185,2.8678,2.1271,0,0
-0.0183,-0.2005,1.1756,-0.7212,0,0
-0.4967,-1.1615,-0.3328,1.1777,1,90
0.3917,1.2741,-0.3332,0.2283,0,0
-1.1801,-0.2005,0.0108,-0.7212,1,90
-1.0434,-0.6256,-0.3324,-0.7212,1,30
-1.7951,-0.8384,-0.3335,0.2283,0,0
0.665,0.8607,-0.3332,2.1271,0,0
0.5284,-0.3495,-0.3331,-0.7212,0,0
0.8017,-0.9318,-0.3319,-0.7212,0,0
-0.36,-0.2005,0.7441,-0.7212,1,60
-1.8634,-0.2005,-0.3303,-0.7212,0,0
-2.0684,-0.2005,-0.157,0.0285,0,0
0.7334,-0.6195,-0.3332,0.2283,1,60
-0.4284,1.2455,-0.3333,2.1271,0,0
0.05,-0.2005,0.9195,-0.7212,0,0
0.9384,-0.2005,1.8969,2.1271,0,0
0.8017,-0.2005,3.4758,2.1271,0,30
-2.0001,-0.2005,-0.3325,0.0285,0,0
1.5534,0.4673,-0.3335,-0.7212,0,60
1.0067,0.1822,-0.3332,-0.7212,0,0
-0.7017,1.0541,-0.3331,1.1777,0,0
1.6217,-0.2429,-0.3334,0.2283,0,0
0.1867,0.4739,-0.3332,2.1271,1,30
0.8017,1.2455,-0.3331,0.2283,1,30
0.46,0.1399,-0.3331,0.2283,0,0
0.8017,-0.4218,-0.333,0.2283,0,0
-0.7017,-0.2005,3.3309,-0.7212,0,0
0.5967,-0.5266,-0.3333,-0.7212,1,30
-0.0867,-0.6767,-0.333,-0.7212,1,0
-0.6334,2.0963,-0.3334,1.1777,0,0
1.4167,-0.0727,-0.3327,-0.7212,0,0
-0.2917,-1.0273,-0.3328,-0.7212,1,0
1.28,-0.2005,0.1568,-0.7212,0,90
-0.2233,-0.8808,-0.3325,-0.7212,1,300
0.3233,2.5852,-0.3326,3.0766,0,30
-0.9067,0.0888,-0.3329,-0.7212,0,0
-0.155,-0.8117,-0.3334,1.1777,0,180
-0.0183,-0.7277,-0.3334,-0.7212,1,0
-1.5217,-0.1408,-0.3334,0.2283,0,30
0.3233,-0.5499,-0.3334,0.2283,1,420
0.3233,2.0342,-0.3334,2.1271,1,30
1.6217,-0.2005,0.0358,-0.7212,0,0
0.46,-0.2174,-0.3331,0.2283,0,0
-0.155,0.1475,-0.3332,1.1777,1,0
1.075,-1.5187,1.0067,-0.7212,0,0
-1.5901,-0.8933,-0.3335,-0.7212,1,0
0.7334,-0.2005,-0.2551,-0.7212,0,0
1.0067,-0.456,-0.3335,-0.7212,0,0
0.3917,-0.2005,-0.2061,-0.7212,0,0
0.1183,-0.556,-0.3333,0.2283,1,210
0.5967,-1.5187,1.4273,-0.7212,1,30
0.1867,-0.4598,-0.3334,0.2283,1,150
-0.2233,-0.2005,0.5295,-0.7212,0,0
1.5534,-0.4013,-0.333,-0.7212,0,0
0.5967,-0.2005,1.0024,-0.7212,0,0
0.255,1.1733,-0.3334,-0.7212,0,0
-0.975,4.566,-0.3334,0.2283,0,60
-1.3167,-0.8249,-0.3332,0.2283,1,180
1.3484,1.5433,-0.3334,1.1777,0,30
-0.155,-0.6256,-0.3331,-0.7212,1,240
-0.9067,-0.1153,-0.3332,1.1777,0,0
-1.3851,-1.2636,-0.3331,-0.7212,0,0
0.665,0.9266,-0.3331,-0.7212,0,0
-1.7951,-1.0411,-0.3335,-0.7212,1,30
0.87,1.0432,-0.3327,-0.7212,0,0
-0.565,0.395,-0.3333,1.1777,0,0
0.1183,-1.1786,-0.3335,-0.7212,0,0
1.4851,-0.2005,-0.1897,-0.7212,0,0
1.6901,1.2777,-0.3329,-0.7212,1,30
-0.4284,-0.3434,-0.3328,-0.7212,1,0
-1.5901,-0.7747,-0.3335,0.2283,0,0
-0.155,-0.2005,2.8504,1.1777,0,0
-1.1801,0.1399,-0.3332,-0.7212,0,0
1.8267,-0.7604,-0.3335,-0.7212,0,0
-0.565,-0.0387,-0.3332,-0.7212,0,0
-1.6584,-1.3095,-0.3302,-0.7212,0,60
-1.7267,-1.5185,-0.3308,-0.7212,0,0
2.3051,-0.3493,-0.3335,0.2283,0,0
-1.1117,-0.3194,-0.3331,-0.7212,1,300
-1.2484,-0.9318,-0.3323,0.2283,1,0
2.1684,-0.7532,-0.3333,-0.7212,0,0
-0.565,2.1812,-0.3331,3.0766,0,0
0.05,-0.2005,3.6349,0.0285,1,0
0.1867,-0.2005,2.8079,-0.7212,0,30
0.8017,0.1889,-0.3328,-0.7212,1,0
-0.9067,0.2675,-0.3332,-0.7212,0,0
-0.77,0.0123,-0.3314,-0.7212,1,0
0.3917,-0.447,-0.3329,2.1271,1,420
0.255,-0.6256,-0.3328,-0.7212,0,30
0.46,1.5152,-0.333,0.2283,0,0
-1.3167,-1.0559,-0.3335,-0.7212,0,450
0.1183,1.5178,-0.3333,1.1777,0,0
-0.77,0.0633,-0.3332,0.2283,1,420
-1.1801,0.7778,-0.3335,-0.7212,0,0
0.7334,-0.5618,-0.3334,0.2283,0,210
-1.5901,0.1909,-0.3333,-0.7212,0,0
-1.7951,-1.4805,-0.3282,-0.7212,0,0
0.3233,0.1654,-0.3333,-0.7212,1,330
0.3917,-0.2005,-0.2366,-0.7212,0,0
1.4167,-0.5746,-0.3331,-0.7212,1,90
1.2117,-0.3074,-0.3333,-0.7212,0,0
-0.9067,0.3524,-0.3325,-0.7212,0,0
-0.8384,0.5438,-0.3329,1.1777,0,0
-1.7267,-1.5185,-0.0437,-0.7212,0,0
0.46,-0.2005,4.851,-0.7212,0,30
-0.155,-0.2005,1.4066,-0.7212,1,150
0.05,0.4624,-0.3334,-0.7212,0,0
-1.7267,-1.0084,-0.3335,-0.7212,0,0
-1.1801,-0.6256,-0.3329,3.0766,1,540
0.1867,0.1228,-0.3329,0.2283,1,0
0.255,-0.0898,-0.3333,0.2283,0,0
-1.3167,-0.5108,-0.3328,2.1271,0,0
0.3917,-0.4378,-0.3332,0.2283,1,30
-0.36,-0.6096,-0.3335,-0.7212,0,90
0.7334,0.5226,-0.3331,-0.7212,0,0
-0.4284,0.2325,-0.3332,0.2283,0,0
0.665,0.1677,-0.3328,0.2283,1,120
0.1183,0.7092,-0.3331,-0.7212,0,0
-0.36,2.3088,-0.3333,3.0766,0,0
-1.8634,-1.0385,-0.3333,-0.7212,0,0
-0.155,0.6076,-0.3333,-0.7212,1,240
-1.2484,-0.7532,-0.3333,-0.7212,1,90
1.0067,0.6757,-0.3333,0.2283,0,0
0.5284,-0.4769,-0.3335,-0.7212,0,0
0.8017,-0.4547,-0.3332,0.2283,0,30
-0.155,-0.8668,-0.3333,1.1777,0,120
-1.2484,0.3078,-0.3332,-0.7212,0,0
0.46,-0.2005,3.5467,-0.7212,0,0
-1.1801,-0.4554,-0.3334,-0.7212,0,0
1.0067,-0.2005,0.7659,-0.7212,0,0
0.7334,0.8653,-0.3334,0.2283,0,0
-0.8384,-0.2005,-0.2257,-0.7212,0,0
-0.0867,4.1715,-0.3335,1.1777,0,30
0.8017,0.2335,-0.3331,0.2283,0,60
-0.77,-0.3968,-0.3334,-0.7212,1,0
-0.9067,0.3312,-0.3328,1.1777,1,0
1.1434,0.5931,-0.3329,-0.7212,0,210
-0.4284,-0.6767,-0.3335,1.1777,0,0
0.9384,-0.4756,-0.333,-0.7212,0,0
0.9384,-0.2005,-0.3237,0.0285,0,0
-0.975,-0.2005,3.0171,-0.7212,0,0
0.05,1.4236,-0.3334,1.1777,0,0
-0.155,-0.2005,0.6177,0.2283,1,300
2.5784,-1.0936,-0.3335,-0.7212,0,0
-0.4284,0.0123,-0.333,1.1777,1,180
-0.77,-1.1105,-0.3332,0.2283,1,120
-1.0434,1.033,-0.3333,-0.7212,0,0
-1.4534,-0.4595,-0.3332,-0.7212,1,30
1.1434,-0.2005,0.1808,-0.7212,0,0
0.1867,0.7352,-0.333,-0.7212,0,0
-0.8384,-0.7525,-0.3335,2.1271,0,120
0.665,-0.0814,-0.3329,-0.7212,1,90
-0.7017,-0.2005,0.4129,-0.7212,1,60
-0.36,-0.6422,-0.3328,1.1777,0,30
0.46,0.6076,-0.3331,1.1777,1,30
-0.565,-0.6389,-0.333,-0.7212,0,0
-0.6334,-0.4062,-0.3333,1.1777,1,240
0.3233,3.172,-0.3331,1.1777,1,0
0.1867,-0.5514,-0.3329,-0.7212,0,30
0.7334,-0.2005,2.4592,-0.7212,0,0
-1.3167,-0.8808,-0.3331,0.2283,1,60
0.5967,-0.1735,-0.3328,-0.7212,1,90
2.0317,-0.2005,-0.2889,-0.7212,0,0
0.1867,-0.2429,-0.3335,1.1777,0,0
-0.9067,-1.3911,-0.332,1.1777,1,0
-1.1801,-0.7596,-0.333,1.1777,1,0
0.5967,-0.5746,-0.3334,-0.7212,0,60
-0.4967,-0.2429,-0.3331,-0.7212,0,0
-0.975,-1.0084,-0.3332,1.1777,1,330
-0.0867,0.3312,-0.3333,-0.7212,1,30
-1.8634,-1.3095,-0.3328,-0.7212,0,0
1.5534,-0.5111,-0.3324,-0.7212,0,0
1.1434,-0.2684,-0.3331,0.2283,1,90
-0.565,0.0123,-0.3334,0.2283,1,60
-1.2484,-0.2005,1.4535,-0.7212,0,0
1.6217,-0.2005,-0.3335,-0.7212,0,0
-1.5901,-0.2005,-0.0252,0.0285,1,60
-0.4284,-0.3552,-0.3333,-0.7212,0,90
0.1867,-0.5618,-0.3334,0.2283,1,300
0.8017,0.4716,-0.3335,0.2283,0,0
-2.0001,-0.9872,-0.3335,-0.7212,0,0
-0.0867,-0.5236,-0.3325,-0.7212,1,90
-0.9067,-0.2005,3.356,0.0285,0,0
-1.7267,-0.8808,-0.3335,-0.7212,0,0
-1.4534,-1.5185,-0.0949,-0.7212,0,0
1.5534,0.4639,-0.333,-0.7212,0,0
-0.2917,-1.2891,-0.3268,1.1777,1,0
-0.0867,-0.5511,-0.3331,0.2283,1,240
-0.155,0.3736,-0.332,2.1271,1,90
-0.8384,-0.2005,3.4137,-0.7212,0,0
-1.0434,-0.7879,-0.3328,1.1777,0,0
0.1183,-0.345,-0.3333,-0.7212,1,300
0.05,-0.8999,-0.3332,-0.7212,0,0
0.7334,-0.2005,2.9997,-0.7212,0,30
-0.155,-0.2005,-0.157,-0.7212,1,120
0.665,-0.891,-0.3333,-0.7212,1,90
-0.0867,-0.235,-0.3335,2.1271,0,0
-1.0434,-0.1962,-0.3332,-0.7212,0,0
-0.36,-0.9673,-0.3335,-0.7212,0,0
-1.3167,-0.8384,-0.3326,-0.7212,0,0
1.28,-0.2005,2.214,0.0285,0,0
-1.8634,-0.2005,-0.0219,-0.7212,0,120
-0.77,-0.469,-0.333,1.1777,1,30
-0.4967,6.2213,-0.3333,3.0766,0,0
-0.2233,-0.2327,-0.3315,0.2283,0,30
1.4851,1.1605,-0.3335,-0.7212,0,0
1.5534,-0.6512,-0.3329,-0.7212,0,0
-1.1117,-0.4827,-0.3335,-0.7212,0,0
0.255,-0.6256,-0.3334,0.2283,1,120
1.4167,-0.7137,-0.3334,-0.7212,0,0
-1.1117,-0.8808,-0.3335,-0.7212,1,0
-0.7017,-0.2005,2.9615,-0.7212,1,0
2.3051,-0.52,-0.3332,-0.7212,0,0
0.46,-0.2005,-0.2169,-0.7212,0,0
-1.6584,-0.447,-0.3333,1.1777,1,0
0.05,1.9906,-0.3331,2.1271,0,0
1.4851,-0.2005,0.8051,-0.7212,0,0
-0.2233,-1.3488,-0.33,2.1271,1,60
-0.565,1.1605,-0.3333,2.1271,0,0
0.5967,-0.1362,-0.333,-0.7212,0,30
-1.1801,0.7076,-0.3331,-0.7212,0,0
0.05,-0.2005,0.8716,-0.7212,1,240
-1.9318,-1.1156,-0.3335,-0.7212,0,0
-1.2484,-0.6683,-0.3329,-0.7212,1,0
1.0067,-0.5899,-0.3333,-0.7212,0,0
1.0067,0.5226,-0.3329,-0.7212,0,0
1.5534,0.0123,-0.3335,0.2283,0,0
0.8017,1.2881,-0.3329,-0.7212,0,0
-0.7017,1.033,-0.3333,2.1271,1,0
0.5967,-0.2005,0.5033,-0.7212,0,0
-0.975,-1.5187,2.9746,-0.7212,0,30
-0.4967,-0.3493,-0.3328,0.2283,0,0
-0.7017,2.5385,-0.3331,2.1271,1,30
0.5284,-0.7634,-0.3326,-0.7212,1,240
-1.3851,-0.7532,-0.3334,-0.7212,0,0
-0.8384,-0.5618,-0.3333,-0.7212,1,60
-0.0867,-0.2684,-0.3333,0.2283,0,0
-1.6584,-0.3705,-0.3332,-0.7212,1,60
0.665,0.5009,-0.333,-0.7212,1,420
-0.975,-0.2005,2.3001,-0.7212,0,0
-0.0183,-0.7889,-0.3331,1.1777,0,0
-1.1117,-0.2005,0.1361,-0.7212,0,0
-0.0183,3.3933,-0.333,2.1271,1,360
1.4851,0.6076,-0.3328,-0.7212,1,390
-1.0434,-0.2005,2.4429,-0.7212,0,0
-0.4284,0.0888,-0.3333,-0.7212,0,30
-0.4967,-0.6256,-0.333,-0.7212,0,0
-1.5217,-1.5187,-0.1853,-0.7212,1,300
-1.5901,-0.7532,-0.3334,-0.7212,0,0
-0.565,0.344,-0.3334,1.1777,0,0
-0.77,-1.1265,-0.3294,1.1777,1,0
1.5534,-0.4981,-0.3331,-0.7212,0,210
-0.7017,2.1496,-0.3333,1.1777,0,0
-0.155,-0.2615,-0.3332,-0.7212,1,150
0.87,-0.6662,-0.3333,-0.7212,0,0
0.665,0.8967,-0.3333,-0.7212,0,0
-0.77,1.5433,-0.333,-0.7212,0,0
-1.3851,-0.7502,-0.3333,0.2283,0,0
-0.77,0.5226,-0.3333,0.2283,0,0
-0.77,-0.732,-0.3335,2.1271,1,0
0.46,-0.2005,-0.3335,0.0285,0,0
0.255,-1.0084,-0.333,-0.7212,0,0
0.05,-0.0898,-0.3334,0.2283,0,0
-1.5217,-0.5618,-0.3329,-0.7212,0,120
-0.0867,-0.2005,3.113,-0.7212,1,60
-1.1117,-0.7022,-0.3334,0.2283,1,90
-1.2484,-0.3705,-0.3332,-0.7212,1,270
1.6217,-0.2429,-0.3335,1.1777,0,0
2.5101,-0.2005,-0.3335,-0.7212,0,30
0.8017,-0.2005,-0.3335,-0.7212,0,0
1.2117,-0.2005,-0.2638,-0.7212,0,0
-1.8634,-1.3274,-0.3331,-0.7212,1,90
0.05,0.0633,-0.3329,1.1777,1,0
0.46,0.7638,-0.3332,-0.7212,1,240
-1.3851,-0.2005,-0.1875,-0.7212,1,90
1.4167,-0.4725,-0.3329,-0.7212,0,90
0.1867,-0.7022,-0.333,1.1777,1,330
1.075,-0.2005,-0.2932,-0.7212,0,0
0.87,2.3471,-0.3331,-0.7212,0,120
1.8951,-0.2005,1.1702,-0.7212,0,0
-0.155,-0.2005,2.0898,1.1777,0,0
-0.975,-0.2005,1.0699,-0.7212,0,0
1.0067,1.4667,-0.3335,0.2283,1,120
-0.4967,-0.2005,0.1688,-0.7212,0,30
0.3917,-0.4116,-0.333,-0.7212,0,0
